"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","slugTeam","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","cityTeam","teamName","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom"
1980.0,22.0,1.0,22.0,Chad Kinch,CLE,North Carolina-Charlotte,College/University,77262.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,1.0,COL,
1980.0,23.0,1.0,23.0,Carl Nicks,DEN,Indiana State,College/University,77715.0,1610612743,Denver Nuggets,Denver,Nuggets,1.0,COL,
1980.0,24.0,2.0,1.0,Larry Smith,GOS,Alcorn State,College/University,78195.0,1610612744,Golden State Warriors,Golden State,Warriors,1.0,COL,
1980.0,25.0,2.0,2.0,Jeff Ruland,GOS,Iona,College/University,78041.0,1610612744,Golden State Warriors,Golden State,Warriors,1.0,COL,
1980.0,26.0,2.0,3.0,Sam Worthen,CHI,Marquette,College/University,78618.0,1610612741,Chicago Bulls,Chicago,Bulls,1.0,COL,
1980.0,27.0,2.0,4.0,John Stroud,HOU,Mississippi,College/University,78274.0,1610612745,Houston Rockets,Houston,Rockets,1.0,COL,
1980.0,28.0,2.0,5.0,Craig Shelton,ATL,Georgetown,College/University,78132.0,1610612737,Atlanta Hawks,Atlanta,Hawks,1.0,COL,
1980.0,29.0,2.0,6.0,Louis Orr,IND,Syracuse,College/University,77770.0,1610612754,Indiana Pacers,Indiana,Pacers,1.0,COL,
1980.0,30.0,2.0,7.0,Kenny Natt,IND,Louisiana-Monroe,College/University,77692.0,1610612754,Indiana Pacers,Indiana,Pacers,1.0,COL,
1980.0,31.0,2.0,8.0,Wayne Robinson,LAL,Virginia Tech,College/University,77996.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,1.0,COL,
1980.0,32.0,2.0,9.0,David Lawrence,POR,McNeese State,College/University,82587.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,33.0,2.0,10.0,Bruce Collins,POR,Weber State,College/University,82584.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,34.0,2.0,11.0,Roosevelt Bouie,DAL,Syracuse,College/University,82597.0,1610612742,Dallas Mavericks,Dallas,Mavericks,0.0,COL,
1980.0,35.0,2.0,12.0,Rick Mahorn,WAS,Hampton,College/University,328.0,1610612764,Washington Bullets,Washington,Bullets,1.0,COL,
1980.0,36.0,2.0,13.0,Dewayne Scales,NYK,Louisiana State,College/University,78068.0,1610612752,New York Knicks,New York,Knicks,1.0,COL,
1980.0,37.0,2.0,14.0,Butch Carter,LAL,Indiana,College/University,76355.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,1.0,COL,
1980.0,38.0,2.0,15.0,Terry Stotts,HOU,Oklahoma,College/University,82546.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,39.0,2.0,16.0,Michael Wiley,SAN,Long Beach State,College/University,78527.0,1610612759,San Antonio Spurs,San Antonio,Spurs,1.0,COL,
1980.0,40.0,2.0,17.0,Dick Miller,IND,Toledo,College/University,77602.0,1610612754,Indiana Pacers,Indiana,Pacers,1.0,COL,
1980.0,41.0,2.0,18.0,Jawann Oldham,DEN,Seattle,College/University,77757.0,1610612743,Denver Nuggets,Denver,Nuggets,1.0,COL,
1980.0,42.0,2.0,19.0,Kimberly Belton,PHX,Stanford,College/University,82561.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,43.0,2.0,20.0,Billy Williams,HOU,Clemson,College/University,82547.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,44.0,2.0,21.0,Clyde Austin,PHL,North Carolina State,College/University,82488.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,45.0,2.0,22.0,Brad Branson,DET,Southern Methodist,College/University,76239.0,1610612765,Detroit Pistons,Detroit,Pistons,1.0,COL,
1980.0,46.0,2.0,23.0,Arnette Hallman,BOS,Purdue,College/University,82454.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,47.0,3.0,1.0,Kurt Nimphius,DEN,Arizona State,College/University,77719.0,1610612743,Denver Nuggets,Denver,Nuggets,1.0,COL,
1980.0,48.0,3.0,2.0,Eddie Lee,DEN,Cincinnati,College/University,82526.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,49.0,3.0,3.0,John Virgil,GOS,North Carolina,College/University,82474.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
1980.0,50.0,3.0,4.0,James Wilkes,CHI,California-Los Angeles,College/University,78533.0,1610612741,Chicago Bulls,Chicago,Bulls,1.0,COL,
1980.0,51.0,3.0,5.0,Ron Valentine,DEN,Old Dominion,College/University,78396.0,1610612743,Denver Nuggets,Denver,Nuggets,1.0,COL,
1980.0,52.0,3.0,6.0,Lowes Moore,NJN,West Virginia,College/University,77635.0,1610612751,New Jersey Nets,New Jersey,Nets,1.0,COL,
1980.0,53.0,3.0,7.0,Stuart House,CLE,Washington State,College/University,82578.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,54.0,3.0,8.0,Ron Perry,BOS,Holy Cross,College/University,79733.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,55.0,3.0,9.0,Wayne Abrams,CLE,Southern Illinois,College/University,82573.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,56.0,3.0,10.0,Mike Harper,POR,North Park,College/University,76954.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,1.0,COL,
1980.0,57.0,3.0,11.0,David Britton,DAL,Texas A&M,College/University,76261.0,1610612742,Dallas Mavericks,Dallas,Mavericks,1.0,COL,
1980.0,58.0,3.0,12.0,Kurt Rambis,NYK,Santa Clara,College/University,77905.0,1610612752,New York Knicks,New York,Knicks,1.0,COL,
1980.0,59.0,3.0,13.0,John Campbell,PHX,Clemson,College/University,82562.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,60.0,3.0,14.0,Lavon Mercer,SAN,Georgia,College/University,82518.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,61.0,3.0,15.0,Rich Yonakor,SAN,North Carolina,College/University,78632.0,1610612759,San Antonio Spurs,San Antonio,Spurs,1.0,COL,
1980.0,62.0,3.0,16.0,Tony Murphy,KCK,Southern University,College/University,82487.0,1610612758,Kansas City Kings,Kansas City,Kings,0.0,COL,
1980.0,63.0,3.0,17.0,Al Beal,MIL,Oklahoma,College/University,82553.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,64.0,3.0,18.0,Jonathan Moore,DET,Furman,College/University,82477.0,1610612765,Detroit Pistons,Detroit,Pistons,0.0,COL,
1980.0,65.0,3.0,19.0,Doug TRUE,PHX,California,College/University,82568.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,66.0,3.0,20.0,Carl Bailey,SEA,Tuskegee,College/University,76084.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,1.0,COL,
1980.0,67.0,3.0,21.0,Reggie Gaines,PHL,Winston-Salem State,College/University,82491.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,68.0,3.0,22.0,Ron Jones,CLE,Illinois State,College/University,82579.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,69.0,3.0,23.0,Donald Newman,BOS,Idaho,College/University,82459.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,70.0,4.0,1.0,Darwin Cook,DET,Portland,College/University,76435.0,1610612765,Detroit Pistons,Detroit,Pistons,1.0,COL,
1980.0,71.0,4.0,2.0,Robert Scott,GOS,Alabama,College/University,82473.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
1980.0,72.0,4.0,3.0,Alan Taylor,UTH,Brigham Young,College/University,82595.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,73.0,4.0,4.0,Sammie Ellis,DEN,Pittsburgh,College/University,82523.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,74.0,4.0,5.0,Ron Charles,CHI,Michigan State,College/University,82511.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,75.0,4.0,6.0,Rory Sparrow,NJN,Villanova,College/University,600009.0,1610612751,New Jersey Nets,New Jersey,Nets,1.0,COL,
1980.0,76.0,4.0,7.0,Ed Odom,SDC,Oklahoma State,College/University,82571.0,1610612746,San Diego Clippers,San Diego,Clippers,0.0,COL,
1980.0,77.0,4.0,8.0,Murray Brown,CLE,Florida State,College/University,82575.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,78.0,4.0,9.0,Rich Branning,IND,Notre Dame,College/University,82531.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,79.0,4.0,10.0,Kelvin Henderson,POR,Saint Louis,College/University,82585.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,80.0,4.0,11.0,David Johnson,DAL,Weber State,College/University,82600.0,1610612742,Dallas Mavericks,Dallas,Mavericks,0.0,COL,
1980.0,81.0,4.0,12.0,Francois Wise,WAS,Long Beach State,College/University,82506.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,82.0,4.0,13.0,Joseph Chmelich,NYK,Wisconsin,College/University,82463.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,83.0,4.0,14.0,Calvin Roberts,SAN,Cal State-Fullerton,College/University,82519.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,84.0,4.0,15.0,Dean Hunger,HOU,Utah State,College/University,82542.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,85.0,4.0,16.0,Billy Bryant,PHL,Western Kentucky,College/University,82489.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,86.0,4.0,17.0,Jeff Wolf,MIL,North Carolina,College/University,82559.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,87.0,4.0,18.0,Tony Jackson,LAL,Florida State,College/University,77100.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,1.0,COL,
1980.0,88.0,4.0,19.0,Leroy Stampley,PHX,Loyola-Chicago,College/University,82566.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,89.0,4.0,20.0,Gary Ray Hooker,SEA,Murray State,College/University,82550.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,90.0,4.0,21.0,Harold Hubbard,PHL,Savannah State,College/University,82494.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,91.0,4.0,22.0,Ron Baxter,LAL,Texas,College/University,82480.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,0.0,COL,
1980.0,92.0,4.0,23.0,Kevin Hamilton,BOS,Iona,College/University,82455.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,93.0,5.0,1.0,Tony Fuller,DET,Pepperdine,College/University,76765.0,1610612765,Detroit Pistons,Detroit,Pistons,1.0,COL,
1980.0,94.0,5.0,2.0,Wally West,UTH,Boston University,College/University,82596.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,95.0,5.0,3.0,Don Carlino,GOS,Southern California,College/University,82470.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
1980.0,96.0,5.0,4.0,Mike Campbell,CHI,Northwestern,College/University,82510.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,97.0,5.0,5.0,James Patrick,DEN,Texas State,College/University,82527.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,98.0,5.0,6.0,Aaron Curry,NJN,Oklahoma,College/University,82537.0,1610612751,New Jersey Nets,New Jersey,Nets,0.0,COL,
1980.0,99.0,5.0,7.0,Wally Rank,SDC,San Jose State,College/University,77910.0,1610612746,San Diego Clippers,San Diego,Clippers,1.0,COL,
1980.0,100.0,5.0,8.0,Joe Galvin,IND,Illinois State,College/University,82532.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,101.0,5.0,9.0,LaVon Williams,CLE,Kentucky,College/University,82581.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,102.0,5.0,10.0,Larry Belin,POR,New Mexico,College/University,82582.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,103.0,5.0,11.0,Darrell Allums,DAL,California-Los Angeles,College/University,76030.0,1610612742,Dallas Mavericks,Dallas,Mavericks,1.0,COL,
1980.0,104.0,5.0,12.0,William Carey,NYK,Albright,College/University,82462.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,105.0,5.0,13.0,Daryl Strickland,WAS,Rutgers,College/University,82504.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,106.0,5.0,14.0,Albert Jones,HOU,New Mexico State,College/University,82544.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,107.0,5.0,15.0,Gib Hinz,SAN,Wisconsin-Eau Claire,College/University,82517.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,108.0,5.0,16.0,Kevin Blakley,KCK,Eastern Michigan,College/University,82483.0,1610612758,Kansas City Kings,Kansas City,Kings,0.0,COL,
1980.0,109.0,5.0,17.0,Ken Jones,MIL,Virginia Commonwealth,College/University,82556.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,110.0,5.0,18.0,Mike Doyle,ATL,South Carolina,College/University,82498.0,1610612737,Atlanta Hawks,Atlanta,Hawks,0.0,COL,
1980.0,111.0,5.0,19.0,Mark Stevens,PHX,Northern Arizona,College/University,82567.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,112.0,5.0,20.0,Lenny Horton,SEA,Georgia Tech,College/University,82551.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,113.0,5.0,21.0,Jim Swaney,PHL,Toledo,College/University,82497.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,114.0,5.0,22.0,Rick Raivio,LAL,Portland,College/University,82355.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,0.0,COL,
1980.0,115.0,5.0,23.0,Rufus Harris,BOS,Maine,College/University,82457.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,116.0,6.0,1.0,Tony Turner,DET,Alaska-Anchorage,College/University,82479.0,1610612765,Detroit Pistons,Detroit,Pistons,0.0,COL,
1980.0,117.0,6.0,2.0,Neil Bresnahan,GOS,Illinois,College/University,82469.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
1980.0,118.0,6.0,3.0,Ken Cunningham,UTH,Western Michigan,College/University,82593.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,119.0,6.0,4.0,Ernie Hill,DEN,Oklahoma City,College/University,82525.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,120.0,6.0,5.0,Bernard Rencher,CHI,St. John's (NY),College/University,82514.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,121.0,6.0,6.0,Rick Mattick,NJN,Louisiana State,College/University,82538.0,1610612751,New Jersey Nets,New Jersey,Nets,0.0,COL,
1980.0,122.0,6.0,7.0,Londale Theus,SDC,Santa Clara,College/University,82572.0,1610612746,San Diego Clippers,San Diego,Clippers,0.0,COL,
1980.0,123.0,6.0,8.0,Antonio Martin,CLE,Oral Roberts,College/University,82580.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,124.0,6.0,9.0,Randy Owens,IND,Philadelphia University,College/University,82534.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,125.0,6.0,10.0,Perry Mirkovich,POR,Lethbridge (CAN),College/University,82588.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,126.0,6.0,11.0,Leroy Jackson,DAL,Cameron,College/University,82599.0,1610612742,Dallas Mavericks,Dallas,Mavericks,0.0,COL,
1980.0,127.0,6.0,12.0,Ken Dancy,WAS,Chicago State,College/University,82502.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,128.0,6.0,13.0,Kelvin Hicks,NYK,New York Tech,College/University,82464.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,129.0,6.0,14.0,Dean Uthoff,SAN,Iowa State,College/University,82520.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,130.0,6.0,15.0,Everette Jefferson,HOU,New Mexico,College/University,82543.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,131.0,6.0,16.0,Trent Grooms,KCK,Kent State,College/University,82485.0,1610612758,Kansas City Kings,Kansas City,Kings,0.0,COL,
1980.0,132.0,6.0,17.0,Alex Gilbert,MIL,Indiana State,College/University,82555.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,133.0,6.0,18.0,Mike Zagardo,ATL,George Washington,College/University,82501.0,1610612737,Atlanta Hawks,Atlanta,Hawks,0.0,COL,
1980.0,134.0,6.0,19.0,Coby Leavitt,PHX,Utah,College/University,82353.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,135.0,6.0,20.0,Jim Strickland,SEA,South Carolina,College/University,82403.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,136.0,6.0,21.0,Donald Cooper,PHL,Saint Augustine's,College/University,82490.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,137.0,6.0,22.0,Odis Boddie,LAL,North Alabama,College/University,82481.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,0.0,COL,
1980.0,138.0,6.0,23.0,Kenny Evans,BOS,Norfolk State,College/University,82453.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,139.0,7.0,1.0,Carl Pierce,DET,Gonzaga,College/University,82478.0,1610612765,Detroit Pistons,Detroit,Pistons,0.0,COL,
1980.0,140.0,7.0,2.0,Dave Colescott,UTH,North Carolina,College/University,82592.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,141.0,7.0,3.0,Lorenzo Romar,GOS,Washington,College/University,78015.0,1610612744,Golden State Warriors,Golden State,Warriors,1.0,COL,
1980.0,142.0,7.0,4.0,Robert Byrd,CHI,Marquette,College/University,82509.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,143.0,7.0,5.0,Tommy Springer,DEN,Vanderbilt,College/University,82529.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,144.0,7.0,6.0,Larry Spicer,NJN,Alabama-Birmingham,College/University,82417.0,1610612751,New Jersey Nets,New Jersey,Nets,0.0,COL,
1980.0,145.0,7.0,7.0,Paul Anderson,SDC,Southern California,College/University,82570.0,1610612746,San Diego Clippers,San Diego,Clippers,0.0,COL,
1980.0,146.0,7.0,8.0,Charles Naddaff,IND,Lafayette,College/University,82533.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,147.0,7.0,9.0,Leroy Berry,CLE,Miami (OH),College/University,82574.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,148.0,7.0,10.0,Gig Sims,POR,California-Los Angeles,College/University,82589.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,149.0,7.0,11.0,Tony Forch,DAL,Midwestern State,College/University,82598.0,1610612742,Dallas Mavericks,Dallas,Mavericks,0.0,COL,
1980.0,150.0,7.0,12.0,Bobby Turner,NYK,Louisville,College/University,82467.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,151.0,7.0,13.0,Karl Godine,WAS,Stephen F. Austin,College/University,82503.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,152.0,7.0,14.0,Joe Nehls,HOU,Arizona,College/University,82545.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,153.0,7.0,15.0,Alan Zahn,SAN,Arkansas,College/University,82522.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,154.0,7.0,16.0,Arnold McDowell,KCK,Montana State,College/University,82486.0,1610612758,Kansas City Kings,Kansas City,Kings,0.0,COL,
1980.0,155.0,7.0,17.0,Ron White,MIL,Furman,College/University,82558.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,156.0,7.0,18.0,Charles Hightower,ATL,Dillard,College/University,82499.0,1610612737,Atlanta Hawks,Atlanta,Hawks,0.0,COL,
1980.0,157.0,7.0,19.0,Ron Williams,PHX,Montana Western,College/University,82569.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,158.0,7.0,20.0,Carl Ervin,SEA,Seattle,College/University,82549.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,159.0,7.0,21.0,Richard Smith,PHL,Weber State,College/University,82496.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,160.0,7.0,22.0,Les Hanson,BOS,Virginia Tech,College/University,82456.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,161.0,8.0,1.0,Leroy Loggins,DET,Fairmont State,College/University,82476.0,1610612765,Detroit Pistons,Detroit,Pistons,0.0,COL,
1980.0,162.0,8.0,2.0,Kurt Kanaskie,GOS,La Salle,College/University,82472.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
1980.0,163.0,8.0,3.0,Jim Brandon,UTH,St. Peter's,College/University,82590.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,164.0,8.0,4.0,Modzel Greer,CHI,North Park,College/University,82513.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,165.0,8.0,5.0,Lloyd Terry,NJN,New Orleans,College/University,82539.0,1610612751,New Jersey Nets,New Jersey,Nets,0.0,COL,
1980.0,166.0,8.0,6.0,Jim Ellinghausen,CLE,Ohio State,College/University,82577.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,167.0,8.0,7.0,Steve Stielper,IND,James Madison,College/University,82536.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,168.0,8.0,8.0,John Stroeder,POR,Montana,College/University,78271.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,1.0,COL,
1980.0,169.0,8.0,9.0,Clarence Kea,DAL,Lamar,College/University,77229.0,1610612742,Dallas Mavericks,Dallas,Mavericks,1.0,COL,
1980.0,170.0,8.0,10.0,Rich Valavicious,WAS,Auburn,College/University,82505.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,171.0,8.0,11.0,James Salters,NYK,Pennsylvania,College/University,82466.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,172.0,8.0,12.0,Bill Bailey,SAN,Texas-Pan American,College/University,82516.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,173.0,8.0,13.0,Rosie Barnes,HOU,Bowling Green,College/University,82541.0,1610612745,Houston Rockets,Houston,Rockets,0.0,COL,
1980.0,174.0,8.0,14.0,Keith Valentine,MIL,Virginia Union,College/University,82557.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,175.0,8.0,15.0,Jim Conolly,PHX,La Salle,College/University,82564.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,176.0,8.0,16.0,Al Dutch,SEA,Georgetown,College/University,82548.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,177.0,8.0,17.0,Martin Lemelle,PHL,Grambling,College/University,82495.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,178.0,8.0,18.0,Melvin Hooker,LAL,Edinboro,College/University,82482.0,1610612747,Los Angeles Lakers,Los Angeles,Lakers,0.0,COL,
1980.0,179.0,8.0,19.0,Steve Wright,BOS,Boston University,College/University,82461.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,180.0,9.0,1.0,Terry Dupris,DET,Huron,College/University,82475.0,1610612765,Detroit Pistons,Detroit,Pistons,0.0,COL,
1980.0,181.0,9.0,2.0,Paul Renfro,UTH,Texas-Arlington,College/University,82594.0,1610612762,Utah Jazz,Utah,Jazz,0.0,COL,
1980.0,182.0,9.0,3.0,Billy Reid,GOS,San Francisco,College/University,77937.0,1610612744,Golden State Warriors,Golden State,Warriors,1.0,COL,
1980.0,183.0,9.0,4.0,Jay Shidler,CHI,Kentucky,College/University,82515.0,1610612741,Chicago Bulls,Chicago,Bulls,0.0,COL,
1980.0,184.0,9.0,5.0,Jim Graziano,DEN,South Carolina,College/University,82524.0,1610612743,Denver Nuggets,Denver,Nuggets,0.0,COL,
1980.0,185.0,9.0,6.0,Barry Young,NJN,Colorado State,College/University,82540.0,1610612751,New Jersey Nets,New Jersey,Nets,0.0,COL,
1980.0,186.0,9.0,7.0,Scott Rogers,IND,Kenyon,College/University,82535.0,1610612754,Indiana Pacers,Indiana,Pacers,0.0,COL,
1980.0,187.0,9.0,8.0,Melvin Crafter,CLE,Central State (OH),College/University,82576.0,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,0.0,COL,
1980.0,188.0,9.0,9.0,Rich Boucher,POR,Maine,College/University,82583.0,1610612757,Portland Trail Blazers,Portland,Trail Blazers,0.0,COL,
1980.0,189.0,9.0,10.0,Ken Williams,DAL,Houston,College/University,82602.0,1610612742,Dallas Mavericks,Dallas,Mavericks,0.0,COL,
1980.0,190.0,9.0,11.0,Don Wiley,NYK,Monmouth,College/University,82468.0,1610612752,New York Knicks,New York,Knicks,0.0,COL,
1980.0,191.0,9.0,12.0,Clinton Wyatt,WAS,Alcorn State,College/University,82507.0,1610612764,Washington Bullets,Washington,Bullets,0.0,COL,
1980.0,192.0,9.0,13.0,Al Williams,SAN,North Texas,College/University,82521.0,1610612759,San Antonio Spurs,San Antonio,Spurs,0.0,COL,
1980.0,193.0,9.0,14.0,Charley Cole,KCK,Delta State,College/University,82484.0,1610612758,Kansas City Kings,Kansas City,Kings,0.0,COL,
1980.0,194.0,9.0,15.0,Del Yarbrough,MIL,Illinois State,College/University,82560.0,1610612749,Milwaukee Bucks,Milwaukee,Bucks,0.0,COL,
1980.0,195.0,9.0,16.0,Stanley Lamb,ATL,Franciscan,College/University,82500.0,1610612737,Atlanta Hawks,Atlanta,Hawks,0.0,COL,
1980.0,196.0,9.0,17.0,Keith French,PHX,North Park,College/University,82565.0,1610612756,Phoenix Suns,Phoenix,Suns,0.0,COL,
1980.0,197.0,9.0,18.0,Jim Tillman,SEA,Eastern Kentucky,College/University,82418.0,1610612760,Seattle SuperSonics,Seattle,SuperSonics,0.0,COL,
1980.0,198.0,9.0,19.0,Luke Griffin,PHL,Saint Joseph's,College/University,82492.0,1610612755,Philadelphia 76ers,Philadelphia,"76ers",0.0,COL,
1980.0,199.0,9.0,20.0,Brian Jung,BOS,Northwestern,College/University,82458.0,1610612738,Boston Celtics,Boston,Celtics,0.0,COL,
1980.0,200.0,10.0,1.0,Tim Higgins,GOS,Nebraska-Kearney,College/University,82471.0,1610612744,Golden State Warriors,Golden State,Warriors,0.0,COL,
