"slugSeason","nameTeam","namePlayer","statusPlayer","isFinalSeason","isWaived","isOnRoster","isNonGuaranteed","isTeamOption","isPlayerOption","typeContractDetail","value"
"2020-21",Portland Trail Blazers,Jusuf Nurkic,current roster,0,0,1,0,0,0,Guaranteed,12888889
"2021-22",Portland Trail Blazers,Jusuf Nurkic,current roster,1,0,1,1,0,0,Non-Guaranteed,12000000
"2020-21",Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,0,0,Guaranteed,2210640.0
"2021-22",Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,0,0,Guaranteed,2316240.0
"2022-23",Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,1,0,Team Option,4171548.0
"2023-24",Portland Trail Blazers,Nassir Little,current roster,1,0,1,0,0,0,Qualifying Offer,6128004.0
"2020-21",Portland Trail Blazers,Norman Powell,current roster,0,0,1,0,0,0,Guaranteed,10865952
"2021-22",Portland Trail Blazers,Norman Powell,current roster,1,0,1,0,0,1,Player Option,11615328
"2020-21",Portland Trail Blazers,Robert Covington,current roster,0,0,1,0,0,0,Guaranteed,12138345
"2021-22",Portland Trail Blazers,Robert Covington,current roster,1,0,1,0,0,0,Guaranteed,12975471
"2020-21",Portland Trail Blazers,Zach Collins,current roster,0,0,1,0,0,0,Guaranteed,5406255.0
"2021-22",Portland Trail Blazers,Zach Collins,current roster,1,0,1,0,0,0,Qualifying Offer,7363319.0
"2020-21",Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,24701834
"2021-22",Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,22768890
"2022-23",Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,20835947
"2023-24",Sacramento Kings,Buddy Hield,current roster,1,0,1,0,0,0,Guaranteed,18903003
"2020-21",Sacramento Kings,Chimezie Metu,W,0,0,0,0,0,0,Not With Team,50000.0
"2020-21",Sacramento Kings,Chris Silva,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Sacramento Kings,Chris Silva,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2022-23",Sacramento Kings,Chris Silva,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,8099627.0
"2021-22",Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,28103500
"2022-23",Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,30351780
"2023-24",Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,32600060
"2024-25",Sacramento Kings,De'Aaron Fox,current roster,1,0,1,0,0,0,Guaranteed,34848340
"2020-21",Sacramento Kings,Delon Wright,current roster,0,0,1,0,0,0,Guaranteed,9000000.0
"2021-22",Sacramento Kings,Delon Wright,current roster,1,0,1,0,0,0,Guaranteed,8526316.0
"2020-21",Sacramento Kings,Glenn Robinson III,W,0,0,0,0,0,0,Not With Team,930930.0
"2020-21",Sacramento Kings,Harrison Barnes,current roster,0,0,1,0,0,0,Guaranteed,22215909
"2021-22",Sacramento Kings,Harrison Barnes,current roster,0,0,1,0,0,0,Guaranteed,20284091
"2022-23",Sacramento Kings,Harrison Barnes,current roster,1,0,1,0,0,0,Guaranteed,18352273
"2020-21",Sacramento Kings,Hassan Whiteside,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
"2020-21",Sacramento Kings,Jabari Parker,W,0,0,0,0,0,0,Not With Team,6500000.0
"2020-21",Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,0,0,0,Guaranteed,1000000.0
"2021-22",Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2022-23",Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2023-24",Sacramento Kings,Jahmi'us Ramsey,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",Sacramento Kings,Justin James,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Sacramento Kings,Justin James,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2022-23",Sacramento Kings,Justin James,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",Sacramento Kings,Marvin Bagley III,current roster,0,0,1,0,0,0,Guaranteed,8963640.0
"2021-22",Sacramento Kings,Marvin Bagley III,current roster,0,0,1,0,0,0,Guaranteed,11312114
"2022-23",Sacramento Kings,Marvin Bagley III,current roster,1,0,1,0,0,0,Qualifying Offer,14762309
"2020-21",Sacramento Kings,Maurice Harkless,current roster,1,0,1,0,0,0,Guaranteed,3623000.0
"2020-21",Sacramento Kings,Mfiondu Kabengele,W,0,0,0,0,0,0,Not With Team,2075880.0
"2020-21",Sacramento Kings,Norvel Pelle,E,0,0,0,0,0,0,Not With Team,99020.0
"2020-21",Sacramento Kings,Richaun Holmes,current roster,1,0,1,0,0,0,Guaranteed,5005350.0
"2020-21",Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,0,0,Guaranteed,1500000.0
"2021-22",Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2022-23",Sacramento Kings,Robert Woodard II,current roster,1,0,1,1,0,0,Non-Guaranteed,1782621.0
"2023-24",Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,1,0,Team Option,1930631.0
"2020-21",Sacramento Kings,Terence Davis,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Sacramento Kings,Terence Davis,current roster,1,0,1,0,0,0,Qualifying Offer,1897476.0
"2020-21",Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,0,0,Guaranteed,3831840.0
"2021-22",Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,0,0,Guaranteed,4023600.0
"2022-23",Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,1,0,Team Option,4215120.0
"2023-24",Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,1,0,Team Option,5808435.0
"2024-25",Sacramento Kings,Tyrese Haliburton,current roster,1,0,1,0,0,0,Qualifying Offer,7992407.0
"2020-21",San Antonio Spurs,Cameron Reynolds,E,0,0,0,0,0,0,Not With Team,110998.0
"2020-21",San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,14286000
"2021-22",San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,15428880
"2022-23",San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,16571120
"2023-24",San Antonio Spurs,Dejounte Murray,current roster,1,0,1,0,0,0,Guaranteed,17714000
"2020-21",San Antonio Spurs,DeMar DeRozan,current roster,1,0,1,0,0,0,Guaranteed,27739975
"2020-21",San Antonio Spurs,DeMarre Carroll,W,0,0,0,0,0,0,Not With Team,6119676.0
"2021-22",San Antonio Spurs,DeMarre Carroll,W,0,0,0,0,0,0,Not With Team,1242340.0
"2020-21",San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,3516284.0
"2021-22",San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,15678571
"2022-23",San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,16892857
"2023-24",San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,18107143
"2024-25",San Antonio Spurs,Derrick White,current roster,1,0,1,0,0,0,Guaranteed,19321429
"2020-21",San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,0,0,Guaranteed,4033440.0
"2021-22",San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,0,0,Guaranteed,4235160.0
"2022-23",San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,1,0,Team Option,4437000.0
"2023-24",San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,1,0,Team Option,5887899.0
"2024-25",San Antonio Spurs,Devin Vassell,current roster,1,0,1,0,0,0,Qualifying Offer,8060534.0
"2020-21",San Antonio Spurs,Drew Eubanks,current roster,0,0,1,0,0,0,Guaranteed,1620564.0
"2021-22",San Antonio Spurs,Drew Eubanks,current roster,0,0,1,1,0,0,Non-Guaranteed,1762796.0
"2022-23",San Antonio Spurs,Drew Eubanks,current roster,1,0,1,1,0,0,Non-Guaranteed,1910860.0
"2020-21",San Antonio Spurs,Gorgui Dieng,current roster,1,0,1,0,0,0,Guaranteed,1000000.0
"2020-21",San Antonio Spurs,Jakob Poeltl,current roster,0,0,1,0,0,0,Guaranteed,8101852.0
"2021-22",San Antonio Spurs,Jakob Poeltl,current roster,0,0,1,0,0,0,Guaranteed,8750000.0
"2022-23",San Antonio Spurs,Jakob Poeltl,current roster,1,0,1,0,0,0,Guaranteed,9398148.0
"2020-21",San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,0,0,Guaranteed,2048040.0
"2021-22",San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,0,0,Guaranteed,2145720.0
"2022-23",San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,1,0,Team Option,3873025.0
"2023-24",San Antonio Spurs,Keldon Johnson,current roster,1,0,1,0,0,0,Qualifying Offer,5809538.0
"2020-21",San Antonio Spurs,LaMarcus Aldridge,W,0,0,0,0,0,0,Not With Team,16750000
"2020-21",San Antonio Spurs,Lonnie Walker,current roster,0,0,1,0,0,0,Guaranteed,2892000.0
"2021-22",San Antonio Spurs,Lonnie Walker,current roster,0,0,1,0,0,0,Guaranteed,4447896.0
"2022-23",San Antonio Spurs,Lonnie Walker,current roster,1,0,1,0,0,0,Qualifying Offer,6311564.0
"2020-21",San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,0,0,Guaranteed,2824320.0
"2021-22",San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,0,0,Guaranteed,2959080.0
"2022-23",San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,1,0,Team Option,4556983.0
"2023-24",San Antonio Spurs,Luka Samanic,current roster,1,0,1,0,0,0,Qualifying Offer,6498258.0
"2020-21",San Antonio Spurs,Marquese Chriss,W,0,0,0,0,0,0,Not With Team,1824003.0
"2020-21",San Antonio Spurs,Patty Mills,current roster,1,0,1,0,0,0,Guaranteed,13535714
"2021-22",San Antonio Spurs,Quinndary Weatherspoon,current roster,1,0,1,0,0,0,Qualifying Offer,1669178.0
"2020-21",San Antonio Spurs,Rudy Gay,current roster,1,0,1,0,0,0,Guaranteed,14500000
"2020-21",San Antonio Spurs,Tre Jones,current roster,0,0,1,0,0,0,Guaranteed,898310.0
"2021-22",San Antonio Spurs,Tre Jones,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2022-23",San Antonio Spurs,Tre Jones,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2023-24",San Antonio Spurs,Tre Jones,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",San Antonio Spurs,Trey Lyles,current roster,1,0,1,0,0,0,Guaranteed,5500000.0
"2020-21",Toronto Raptors,Alex Len,W,0,0,0,0,0,0,Not With Team,2258000.0
"2020-21",Toronto Raptors,Aron Baynes,current roster,0,0,1,0,0,0,Guaranteed,7000000.0
"2021-22",Toronto Raptors,Aron Baynes,current roster,1,0,1,1,0,0,Non-Guaranteed,7350000.0
"2020-21",Toronto Raptors,Chris Boucher,current roster,0,0,1,0,0,0,Guaranteed,6500000.0
"2021-22",Toronto Raptors,Chris Boucher,current roster,1,0,1,1,0,0,Non-Guaranteed,7020000.0
"2020-21",Toronto Raptors,DeAndre' Bembry,current roster,0,0,1,0,0,0,Guaranteed,1737145.0
"2021-22",Toronto Raptors,DeAndre' Bembry,current roster,1,0,1,1,0,0,Non-Guaranteed,1977011.0
"2020-21",Toronto Raptors,Donta Hall,E,0,0,0,0,0,0,Not With Team,99020.0
"2020-21",Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,21250000
"2021-22",Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,19675926
"2022-23",Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,21250000
"2023-24",Toronto Raptors,Fred VanVleet,current roster,1,0,1,0,0,1,Player Option,22824074
"2020-21",Toronto Raptors,Gary Trent Jr,current roster,0,0,1,0,0,0,Guaranteed,1663861.0
"2021-22",Toronto Raptors,Gary Trent Jr,current roster,1,0,1,0,0,0,Qualifying Offer,2079826.0
"2020-21",Toronto Raptors,Henry Ellenson,E,0,0,0,0,0,0,Not With Team,110998.0
"2020-21",Toronto Raptors,Kyle Lowry,current roster,1,0,1,0,0,0,Guaranteed,30500000
"2020-21",Toronto Raptors,Malachi Flynn,current roster,0,0,1,0,0,0,Guaranteed,1950600.0
"2021-22",Toronto Raptors,Malachi Flynn,current roster,0,0,1,0,0,0,Guaranteed,2048040.0
"2022-23",Toronto Raptors,Malachi Flynn,current roster,0,0,1,0,1,0,Team Option,2145720.0
"2023-24",Toronto Raptors,Malachi Flynn,current roster,0,0,1,0,1,0,Team Option,3873025.0
"2024-25",Toronto Raptors,Malachi Flynn,current roster,1,0,1,0,0,0,Qualifying Offer,5809538.0
"2020-21",Toronto Raptors,OG Anunoby,current roster,0,0,1,0,0,0,Guaranteed,3872215.0
"2021-22",Toronto Raptors,OG Anunoby,current roster,0,0,1,0,0,0,Guaranteed,16071429
"2022-23",Toronto Raptors,OG Anunoby,current roster,0,0,1,0,0,0,Guaranteed,17357143
"2023-24",Toronto Raptors,OG Anunoby,current roster,0,0,1,0,0,0,Guaranteed,18642857
"2024-25",Toronto Raptors,OG Anunoby,current roster,1,0,1,0,0,1,Player Option,19928571
"2020-21",Toronto Raptors,Oshae Brissett,W,0,0,0,0,0,0,Not With Team,300000.0
"2020-21",Toronto Raptors,Pascal Siakam,current roster,0,0,1,0,0,0,Guaranteed,30559200
"2021-22",Toronto Raptors,Pascal Siakam,current roster,0,0,1,0,0,0,Guaranteed,33003936
"2022-23",Toronto Raptors,Pascal Siakam,current roster,0,0,1,0,0,0,Guaranteed,35448672
"2023-24",Toronto Raptors,Pascal Siakam,current roster,1,0,1,0,0,0,Guaranteed,37893408
"2020-21",Toronto Raptors,Patrick McCaw,current roster,1,0,1,0,0,0,Guaranteed,4000000.0
"2020-21",Toronto Raptors,Paul Watson,current roster,0,0,1,0,0,0,Guaranteed,1445697.0
"2021-22",Toronto Raptors,Paul Watson,current roster,0,0,1,1,0,0,Non-Guaranteed,1701593.0
"2022-23",Toronto Raptors,Paul Watson,current roster,1,0,1,0,0,0,Qualifying Offer,2126991.0
"2020-21",Toronto Raptors,Rodney Hood,current roster,0,0,1,0,0,0,Guaranteed,10047450
"2021-22",Toronto Raptors,Rodney Hood,current roster,1,0,1,1,0,0,Non-Guaranteed,10851246
"2020-21",Toronto Raptors,Stanley Johnson,current roster,1,0,1,0,0,0,Guaranteed,3804150.0
"2020-21",Utah Jazz,Bojan Bogdanovic,current roster,0,0,1,0,0,0,Guaranteed,17850000
"2021-22",Utah Jazz,Bojan Bogdanovic,current roster,0,0,1,0,0,0,Guaranteed,18700000
"2022-23",Utah Jazz,Bojan Bogdanovic,current roster,1,0,1,0,0,0,Guaranteed,19550000
"2020-21",Utah Jazz,Derrick Favors,current roster,0,0,1,0,0,0,Guaranteed,9258000.0
"2021-22",Utah Jazz,Derrick Favors,current roster,0,0,1,0,0,0,Guaranteed,9720900.0
"2022-23",Utah Jazz,Derrick Favors,current roster,1,0,1,0,0,1,Player Option,10183800
"2020-21",Utah Jazz,Donovan Mitchell,current roster,0,0,1,0,0,0,Guaranteed,5195501.0
"2021-22",Utah Jazz,Donovan Mitchell,current roster,0,0,1,0,0,0,Guaranteed,28103500
"2022-23",Utah Jazz,Donovan Mitchell,current roster,0,0,1,0,0,0,Guaranteed,30351780
"2023-24",Utah Jazz,Donovan Mitchell,current roster,0,0,1,0,0,0,Guaranteed,32600060
"2024-25",Utah Jazz,Donovan Mitchell,current roster,1,0,1,0,0,0,Guaranteed,34848340
"2020-21",Utah Jazz,Elijah Hughes,current roster,0,0,1,0,0,0,Guaranteed,898310.0
"2021-22",Utah Jazz,Elijah Hughes,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2022-23",Utah Jazz,Elijah Hughes,current roster,1,0,1,0,0,0,Qualifying Offer,1919247.0
"2020-21",Utah Jazz,Ersan Ilyasova,current roster,1,0,1,0,0,0,Guaranteed,754783.0
"2020-21",Utah Jazz,Georges Niang,current roster,1,0,1,0,0,0,Guaranteed,1783557.0
"2021-22",Utah Jazz,Jarrell Brantley,current roster,1,0,1,0,0,0,Qualifying Offer,1669178.0
"2020-21",Utah Jazz,Joe Ingles,current roster,0,0,1,0,0,0,Guaranteed,10863637
"2021-22",Utah Jazz,Joe Ingles,current roster,1,0,1,0,0,0,Guaranteed,13036364
"2020-21",Utah Jazz,Jordan Clarkson,current roster,0,0,1,0,0,0,Guaranteed,11500000
"2021-22",Utah Jazz,Jordan Clarkson,current roster,0,0,1,0,0,0,Guaranteed,12420000
"2022-23",Utah Jazz,Jordan Clarkson,current roster,0,0,1,0,0,0,Guaranteed,13340000
"2023-24",Utah Jazz,Jordan Clarkson,current roster,1,0,1,0,0,1,Player Option,14260000
"2020-21",Utah Jazz,Juwan Morgan,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Utah Jazz,Juwan Morgan,current roster,1,0,1,0,0,0,Qualifying Offer,1897476.0
"2020-21",Utah Jazz,Matt Thomas,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Utah Jazz,Matt Thomas,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2022-23",Utah Jazz,Matt Thomas,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",Utah Jazz,Mike Conley,current roster,1,0,1,0,0,0,Guaranteed,34502132
"2020-21",Utah Jazz,Miye Oni,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Utah Jazz,Miye Oni,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
"2022-23",Utah Jazz,Miye Oni,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
"2020-21",Utah Jazz,Royce O'Neale,current roster,0,0,1,0,0,0,Guaranteed,8500000.0
"2021-22",Utah Jazz,Royce O'Neale,current roster,0,0,1,0,0,0,Guaranteed,8800000.0
"2022-23",Utah Jazz,Royce O'Neale,current roster,0,0,1,0,0,0,Guaranteed,9200000.0
"2023-24",Utah Jazz,Royce O'Neale,current roster,1,0,1,1,0,0,Non-Guaranteed,9500000.0
"2020-21",Utah Jazz,Rudy Gobert,current roster,0,0,1,0,0,0,Guaranteed,27525281
"2021-22",Utah Jazz,Rudy Gobert,current roster,0,0,1,0,0,0,Guaranteed,35344828
"2022-23",Utah Jazz,Rudy Gobert,current roster,0,0,1,0,0,0,Guaranteed,38172414
"2023-24",Utah Jazz,Rudy Gobert,current roster,0,0,1,0,0,0,Guaranteed,41000000
"2024-25",Utah Jazz,Rudy Gobert,current roster,1,0,1,0,0,0,Guaranteed,43827586
"2020-21",Utah Jazz,Shaquille Harrison,W,0,0,0,0,0,0,Not With Team,770433.0
"2020-21",Utah Jazz,Udoka Azubuike,current roster,0,0,1,0,0,0,Guaranteed,1977000.0
"2021-22",Utah Jazz,Udoka Azubuike,current roster,0,0,1,0,0,0,Guaranteed,2075880.0
"2022-23",Utah Jazz,Udoka Azubuike,current roster,0,0,1,0,1,0,Team Option,2174880.0
"2023-24",Utah Jazz,Udoka Azubuike,current roster,0,0,1,0,1,0,Team Option,3923484.0
"2024-25",Utah Jazz,Udoka Azubuike,current roster,1,0,1,0,0,0,Qualifying Offer,5818527.0
"2020-21",Washington Wizards,Alex Len,current roster,1,0,1,0,0,0,Guaranteed,1265372.0
"2020-21",Washington Wizards,Anthony Gill,current roster,0,0,1,0,0,0,Guaranteed,898310.0
"2021-22",Washington Wizards,Anthony Gill,current roster,0,0,1,1,0,0,Non-Guaranteed,1517981.0
"2022-23",Washington Wizards,Anthony Gill,current roster,1,0,1,0,0,0,Qualifying Offer,1919247.0
"2020-21",Washington Wizards,Anzejs Pasecniks,W,0,0,0,0,0,0,Not With Team,374297.0
"2020-21",Washington Wizards,Bradley Beal,current roster,0,0,1,0,0,0,Guaranteed,28751774
"2021-22",Washington Wizards,Bradley Beal,current roster,0,0,1,0,0,0,Guaranteed,33724200
"2022-23",Washington Wizards,Bradley Beal,current roster,1,0,1,0,0,1,Player Option,36422136
"2020-21",Washington Wizards,Chandler Hutchison,current roster,0,0,1,0,0,0,Guaranteed,2443440.0
"2021-22",Washington Wizards,Chandler Hutchison,current roster,0,0,1,0,0,0,Guaranteed,4019459.0
"2022-23",Washington Wizards,Chandler Hutchison,current roster,1,0,1,0,0,0,Qualifying Offer,5820177.0
"2020-21",Washington Wizards,Daniel Gafford,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
"2021-22",Washington Wizards,Daniel Gafford,current roster,1,0,1,1,0,0,Non-Guaranteed,1782621.0
"2022-23",Washington Wizards,Daniel Gafford,current roster,0,0,1,0,1,0,Team Option,1930681.0
"2020-21",Washington Wizards,Davis Bertans,current roster,0,0,1,0,0,0,Guaranteed,15000000
"2021-22",Washington Wizards,Davis Bertans,current roster,0,0,1,0,0,0,Guaranteed,16000000
"2022-23",Washington Wizards,Davis Bertans,current roster,0,0,1,0,0,0,Guaranteed,16000000
"2023-24",Washington Wizards,Davis Bertans,current roster,0,0,1,0,0,0,Guaranteed,17000000
"2024-25",Washington Wizards,Davis Bertans,current roster,1,0,1,0,0,0,Early Termination,16000000
"2020-21",Washington Wizards,Deni Avdija,current roster,0,0,1,0,0,0,Guaranteed,4469160.0
"2021-22",Washington Wizards,Deni Avdija,current roster,0,0,1,0,0,0,Guaranteed,4692840.0
"2022-23",Washington Wizards,Deni Avdija,current roster,0,0,1,0,1,0,Team Option,4916160.0
"2023-24",Washington Wizards,Deni Avdija,current roster,0,0,1,0,1,0,Team Option,6263188.0
"2024-25",Washington Wizards,Deni Avdija,current roster,1,0,1,0,0,0,Qualifying Offer,8486620.0
"2021-22",Washington Wizards,Garrison Mathews,current roster,1,0,1,0,0,0,Qualifying Offer,1669178.0
"2020-21",Washington Wizards,Isaac Bonga,current roster,0,0,1,0,0,0,Guaranteed,1663861.0
"2021-22",Washington Wizards,Isaac Bonga,current roster,1,0,1,0,0,0,Qualifying Offer,2079826.0
"2020-21",Washington Wizards,Ish Smith,current roster,1,0,1,0,0,0,Guaranteed,6000000.0
"2020-21",Washington Wizards,Jerome Robinson,current roster,1,0,1,0,0,0,Guaranteed,3737520.0
"2020-21",Washington Wizards,Jordan Bell,E,0,0,0,0,0,0,Not With Team,110998.0
"2020-21",Washington Wizards,Raul Neto,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
"2020-21",Washington Wizards,Robin Lopez,current roster,1,0,1,0,0,0,Guaranteed,7300000.0
"2020-21",Washington Wizards,Rui Hachimura,current roster,0,0,1,0,0,0,Guaranteed,4692840.0
"2021-22",Washington Wizards,Rui Hachimura,current roster,0,0,1,0,0,0,Guaranteed,4916160.0
"2022-23",Washington Wizards,Rui Hachimura,current roster,0,0,1,0,1,0,Team Option,6263188.0
"2023-24",Washington Wizards,Rui Hachimura,current roster,1,0,1,0,0,0,Qualifying Offer,8486620.0
"2020-21",Washington Wizards,Russell Westbrook,current roster,0,0,1,0,0,0,Guaranteed,41358814
"2021-22",Washington Wizards,Russell Westbrook,current roster,0,0,1,0,0,0,Guaranteed,44211146
"2022-23",Washington Wizards,Russell Westbrook,current roster,1,0,1,0,0,1,Player Option,47063478
"2020-21",Washington Wizards,Thomas Bryant,current roster,0,0,1,0,0,0,Guaranteed,8333333.0
"2021-22",Washington Wizards,Thomas Bryant,current roster,1,0,1,0,0,0,Guaranteed,8666667.0
