"OFFICIAL_ID","FIRST_NAME","LAST_NAME","JERSEY_NUM","GAME_ID"
"1161",Joe,Forte,"45","0020500994"
"2714",David,Guthrie,"60","0020500994"
"1363",Bennie,Adams,"47","0020500994"
"1184",Ron,Olesiak,"44","0020500996"
"2882",Sean,Wright,"65","0020500996"
"1194",Bill,Spooner,"22","0020500996"
"1363",Bennie,Adams,"47","0020501002"
"1190",Eddie,Rush,"32","0020501002"
"2883",Robbie,Robinson,"53","0020501002"
"1198",Scott,Wall,"31","0020501010"
"2002",Derrick,Collins,"54","0020501010"
"1164",Ron,Garretson,"10","0020501010"
"1662",Bill,Kennedy,"55","0020501006"
"1155",JB,DeRosa,"14","0020501006"
"1185",Violet,Palmer,"12","0020501006"
"1174",Ken,Mauer,"41","0020501003"
"2005",Matt,Boland,"46","0020501003"
"1188",Leroy,Richardson,"51","0020501003"
"1150",Jimmy,Clark,"6","0020501007"
"1826",Jess,Kersey,"20","0020501007"
"1664",Gary,Zielinski,"59","0020501007"
"1153",Joe,Crawford,"17","0020501008"
"1151",Sean,Corbin,"33","0020501008"
"2004",Courtney,Kirkland,"61","0020501008"
"1163",Bernie,Fryer,"7","0020501009"
"1193",Michael,Smith,"38","0020501009"
"2532",Eli,Roe,"64","0020501009"
"2715",Eric,Lewis,"42","0020501005"
"1168",David,Jones,"36","0020501005"
"1180",Jack,Nies,"35","0020501005"
"2003",Pat,Fraher,"52","0020501004"
"1200",Greg,Willard,"57","0020501004"
"1830",Marc,Davis,"34","0020501004"
"1164",Ron,Garretson,"10","0020501016"
"1198",Scott,Wall,"31","0020501016"
"2002",Derrick,Collins,"54","0020501016"
"1185",Violet,Palmer,"12","0020501011"
"1180",Jack,Nies,"35","0020501011"
"2716",Olandis,Poole,"50","0020501011"
"2878",Tommy,Nunez Jr.,"28","0020501015"
"1154",Bob,Delaney,"26","0020501015"
"1146",Tony,Brothers,"25","0020501015"
"1204",Derek,Richardson,"63","0020501014"
"1142",Dick,Bavetta,"27","0020501014"
"2534",Zach,Zarba,"58","0020501014"
"1188",Leroy,Richardson,"51","0020501013"
"1162",Scott,Foster,"48","0020501013"
"1152",Dan,Crawford,"43","0020501013"
"2001",Jason,Phillips,"23","0020501012"
"1156",Tim,Donaghy,"21","0020501012"
"1174",Ken,Mauer,"41","0020501012"
"1155",JB,DeRosa,"14","0020501018"
"1662",Bill,Kennedy,"55","0020501018"
"1664",Gary,Zielinski,"59","0020501018"
"1203",Mark,Wunderlich,"18","0020501026"
"1169",Anthony,Jordan,"37","0020501026"
"1153",Joe,Crawford,"17","0020501026"
"1195",Derrick,Stafford,"9","0020501023"
"2004",Courtney,Kirkland,"61","0020501023"
"1148",James,Capers,"19","0020501023"
"1161",Joe,Forte,"45","0020501020"
"1363",Bennie,Adams,"47","0020501020"
"2529",Tony,Brown,"30","0020501020"
"1150",Jimmy,Clark,"6","0020501022"
"2882",Sean,Wright,"65","0020501022"
"1184",Ron,Olesiak,"44","0020501022"
"1147",Mike,Callahan,"24","0020501021"
"1179",Rodney,Mott,"71","0020501021"
"2005",Matt,Boland,"46","0020501021"
"1167",Steve,Javie,"29","0020501025"
"1193",Michael,Smith,"38","0020501025"
"2532",Eli,Roe,"64","0020501025"
"1176",Monty,McCutchen,"13","0020501019"
"1190",Eddie,Rush,"32","0020501019"
"1159",Kevin,Fehr,"39","0020501019"
"1194",Bill,Spooner,"22","0020501024"
"2148",Mark,Ayotte,"56","0020501024"
"1201",Leon,Wood,"40","0020501024"
"1192",Bennett,Salvatore,"15","0020501017"
"1168",David,Jones,"36","0020501017"
"2147",Michael,Henderson,"62","0020501017"
"1204",Derek,Richardson,"63","0020501030"
"2878",Tommy,Nunez Jr.,"28","0020501030"
"1154",Bob,Delaney,"26","0020501030"
"2002",Derrick,Collins,"54","0020501027"
"1164",Ron,Garretson,"10","0020501027"
"1198",Scott,Wall,"31","0020501027"
"1163",Bernie,Fryer,"7","0020501029"
"2148",Mark,Ayotte,"56","0020501029"
"1194",Bill,Spooner,"22","0020501029"
"2005",Matt,Boland,"46","0020501028"
"1174",Ken,Mauer,"41","0020501028"
"1156",Tim,Donaghy,"21","0020501028"
"1193",Michael,Smith,"38","0020501042"
"2532",Eli,Roe,"64","0020501042"
"1167",Steve,Javie,"29","0020501042"
"1161",Joe,Forte,"45","0020501031"
"1830",Marc,Davis,"34","0020501031"
"1363",Bennie,Adams,"47","0020501031"
"1142",Dick,Bavetta,"27","0020501038"
"1148",James,Capers,"19","0020501038"
"1189",Phil,Robinson,"11","0020501038"
"1147",Mike,Callahan,"24","0020501033"
"1826",Jess,Kersey,"20","0020501033"
"2715",Eric,Lewis,"42","0020501033"
"2530",Ed,Malloy,"73","0020501035"
"1152",Dan,Crawford,"43","0020501035"
"1168",David,Jones,"36","0020501035"
"2003",Pat,Fraher,"52","0020501041"
"1199",Tom,Washington,"49","0020501041"
"1200",Greg,Willard,"57","0020501041"
"1179",Rodney,Mott,"71","0020501032"
"2001",Jason,Phillips,"23","0020501032"
"1192",Bennett,Salvatore,"15","0020501032"
"1162",Scott,Foster,"48","0020501036"
"1146",Tony,Brothers,"25","0020501036"
"1664",Gary,Zielinski,"59","0020501036"
"1153",Joe,Crawford,"17","0020501040"
"1185",Violet,Palmer,"12","0020501040"
"1180",Jack,Nies,"35","0020501040"
"1662",Bill,Kennedy,"55","0020501034"
"2714",David,Guthrie,"60","0020501034"
"1155",JB,DeRosa,"14","0020501034"
"2883",Robbie,Robinson,"53","0020501037"
"1190",Eddie,Rush,"32","0020501037"
"1188",Leroy,Richardson,"51","0020501037"
"1203",Mark,Wunderlich,"18","0020501039"
"1150",Jimmy,Clark,"6","0020501039"
"1169",Anthony,Jordan,"37","0020501039"
"1176",Monty,McCutchen,"13","0020501046"
"2003",Pat,Fraher,"52","0020501046"
"1199",Tom,Washington,"49","0020501046"
"2001",Jason,Phillips,"23","0020501043"
"1174",Ken,Mauer,"41","0020501043"
"1146",Tony,Brothers,"25","0020501043"
"1156",Tim,Donaghy,"21","0020501044"
"1164",Ron,Garretson,"10","0020501044"
"1188",Leroy,Richardson,"51","0020501044"
"1200",Greg,Willard,"57","0020501045"
"1201",Leon,Wood,"40","0020501045"
"2529",Tony,Brown,"30","0020501045"
"1152",Dan,Crawford,"43","0020501051"
"1179",Rodney,Mott,"71","0020501051"
"2005",Matt,Boland,"46","0020501051"
"1185",Violet,Palmer,"12","0020501053"
"1153",Joe,Crawford,"17","0020501053"
"1662",Bill,Kennedy,"55","0020501053"
"1163",Bernie,Fryer,"7","0020501048"
"1194",Bill,Spooner,"22","0020501048"
"1184",Ron,Olesiak,"44","0020501048"
"1159",Kevin,Fehr,"39","0020501049"
"1155",JB,DeRosa,"14","0020501049"
"1830",Marc,Davis,"34","0020501049"
"1201",Leon,Wood,"40","0020501052"
"2532",Eli,Roe,"64","0020501052"
"1167",Steve,Javie,"29","0020501052"
"1826",Jess,Kersey,"20","0020501050"
"2716",Olandis,Poole,"50","0020501050"
"1147",Mike,Callahan,"24","0020501050"
"1168",David,Jones,"36","0020501047"
"1195",Derrick,Stafford,"9","0020501047"
"2004",Courtney,Kirkland,"61","0020501047"
"1151",Sean,Corbin,"33","0020501064"
"1189",Phil,Robinson,"11","0020501064"
"1142",Dick,Bavetta,"27","0020501064"
"1152",Dan,Crawford,"43","0020501059"
"2147",Michael,Henderson,"62","0020501059"
"1179",Rodney,Mott,"71","0020501059"
"1163",Bernie,Fryer,"7","0020501058"
"1148",James,Capers,"19","0020501058"
"1184",Ron,Olesiak,"44","0020501058"
"1162",Scott,Foster,"48","0020501057"
"1164",Ron,Garretson,"10","0020501057"
"2002",Derrick,Collins,"54","0020501057"
"1192",Bennett,Salvatore,"15","0020501061"
"2530",Ed,Malloy,"73","0020501061"
"1156",Tim,Donaghy,"21","0020501061"
"1176",Monty,McCutchen,"13","0020501063"
"1190",Eddie,Rush,"32","0020501063"
"2529",Tony,Brown,"30","0020501063"
"1155",JB,DeRosa,"14","0020501056"
"2716",Olandis,Poole,"50","0020501056"
"1198",Scott,Wall,"31","0020501056"
"2003",Pat,Fraher,"52","0020501062"
"1161",Joe,Forte,"45","0020501062"
"1199",Tom,Washington,"49","0020501062"
"1203",Mark,Wunderlich,"18","0020501060"
"1180",Jack,Nies,"35","0020501060"
"1169",Anthony,Jordan,"37","0020501060"
"1174",Ken,Mauer,"41","0020501054"
"2001",Jason,Phillips,"23","0020501054"
"1193",Michael,Smith,"38","0020501054"
"2004",Courtney,Kirkland,"61","0020501055"
"1154",Bob,Delaney,"26","0020501055"
"1204",Derek,Richardson,"63","0020501055"
"1189",Phil,Robinson,"11","0020501066"
"1151",Sean,Corbin,"33","0020501066"
"1142",Dick,Bavetta,"27","0020501066"
"1194",Bill,Spooner,"22","0020501065"
"1195",Derrick,Stafford,"9","0020501065"
"2534",Zach,Zarba,"58","0020501065"
"1190",Eddie,Rush,"32","0020501076"
"2878",Tommy,Nunez Jr.,"28","0020501076"
"1176",Monty,McCutchen,"13","0020501076"
"1188",Leroy,Richardson,"51","0020501074"
"1152",Dan,Crawford,"43","0020501074"
"1179",Rodney,Mott,"71","0020501074"
"2715",Eric,Lewis,"42","0020501075"
"1150",Jimmy,Clark,"6","0020501075"
"1185",Violet,Palmer,"12","0020501075"
"1146",Tony,Brothers,"25","0020501073"
"1195",Derrick,Stafford,"9","0020501073"
"2534",Zach,Zarba,"58","0020501073"
"1201",Leon,Wood,"40","0020501078"
"1200",Greg,Willard,"57","0020501078"
"2529",Tony,Brown,"30","0020501078"
"1193",Michael,Smith,"38","0020501070"
"2883",Robbie,Robinson,"53","0020501070"
"1167",Steve,Javie,"29","0020501070"
"1154",Bob,Delaney,"26","0020501068"
"1194",Bill,Spooner,"22","0020501068"
"1204",Derek,Richardson,"63","0020501068"
"1830",Marc,Davis,"34","0020501077"
"1161",Joe,Forte,"45","0020501077"
"2148",Mark,Ayotte,"56","0020501077"
"1163",Bernie,Fryer,"7","0020501067"
"2882",Sean,Wright,"65","0020501067"
"1148",James,Capers,"19","0020501067"
"1155",JB,DeRosa,"14","0020501071"
"1169",Anthony,Jordan,"37","0020501071"
"1826",Jess,Kersey,"20","0020501071"
"2002",Derrick,Collins,"54","0020501072"
"1662",Bill,Kennedy,"55","0020501072"
"1164",Ron,Garretson,"10","0020501072"
"1168",David,Jones,"36","0020501069"
"2530",Ed,Malloy,"73","0020501069"
"2532",Eli,Roe,"64","0020501069"
"1174",Ken,Mauer,"41","0020501082"
"2147",Michael,Henderson,"62","0020501082"
"1156",Tim,Donaghy,"21","0020501082"
"1164",Ron,Garretson,"10","0020501080"
"2882",Sean,Wright,"65","0020501080"
"1162",Scott,Foster,"48","0020501080"
"1198",Scott,Wall,"31","0020501079"
"1180",Jack,Nies,"35","0020501079"
"1153",Joe,Crawford,"17","0020501079"
"1142",Dick,Bavetta,"27","0020501083"
"1189",Phil,Robinson,"11","0020501083"
"1151",Sean,Corbin,"33","0020501083"
"1147",Mike,Callahan,"24","0020501081"
"2714",David,Guthrie,"60","0020501081"
"1203",Mark,Wunderlich,"18","0020501081"
"1176",Monty,McCutchen,"13","0020501089"
"1190",Eddie,Rush,"32","0020501089"
"1664",Gary,Zielinski,"59","0020501089"
"2530",Ed,Malloy,"73","0020501091"
"1192",Bennett,Salvatore,"15","0020501091"
"1168",David,Jones,"36","0020501091"
"1167",Steve,Javie,"29","0020501086"
"1199",Tom,Washington,"49","0020501086"
"1363",Bennie,Adams,"47","0020501086"
"1152",Dan,Crawford,"43","0020501087"
"1179",Rodney,Mott,"71","0020501087"
"1188",Leroy,Richardson,"51","0020501087"
"1151",Sean,Corbin,"33","0020501093"
"1159",Kevin,Fehr,"39","0020501093"
"1142",Dick,Bavetta,"27","0020501093"
"1203",Mark,Wunderlich,"18","0020501084"
"2714",David,Guthrie,"60","0020501084"
"1153",Joe,Crawford,"17","0020501084"
"2715",Eric,Lewis,"42","0020501090"
"1662",Bill,Kennedy,"55","0020501090"
"1150",Jimmy,Clark,"6","0020501090"
"1154",Bob,Delaney,"26","0020501092"
"1148",James,Capers,"19","0020501092"
"1204",Derek,Richardson,"63","0020501092"
"1830",Marc,Davis,"34","0020501094"
"2148",Mark,Ayotte,"56","0020501094"
"1161",Joe,Forte,"45","0020501094"
"1193",Michael,Smith,"38","0020501088"
"2883",Robbie,Robinson,"53","0020501088"
"1200",Greg,Willard,"57","0020501088"
"1194",Bill,Spooner,"22","0020501085"
"1184",Ron,Olesiak,"44","0020501085"
"1163",Bernie,Fryer,"7","0020501085"
"1163",Bernie,Fryer,"7","0020501103"
"1184",Ron,Olesiak,"44","0020501103"
"2530",Ed,Malloy,"73","0020501103"
"2529",Tony,Brown,"30","0020501098"
"1200",Greg,Willard,"57","0020501098"
"1201",Leon,Wood,"40","0020501098"
"1188",Leroy,Richardson,"51","0020501097"
"1192",Bennett,Salvatore,"15","0020501097"
"1156",Tim,Donaghy,"21","0020501097"
"2001",Jason,Phillips,"23","0020501100"
"1152",Dan,Crawford,"43","0020501100"
"1199",Tom,Washington,"49","0020501100"
"1190",Eddie,Rush,"32","0020501101"
"2003",Pat,Fraher,"52","0020501101"
"1193",Michael,Smith,"38","0020501101"
"1830",Marc,Davis,"34","0020501105"
"1159",Kevin,Fehr,"39","0020501105"
"1161",Joe,Forte,"45","0020501105"
"1662",Bill,Kennedy,"55","0020501104"
"1146",Tony,Brothers,"25","0020501104"
"1154",Bob,Delaney,"26","0020501104"
"1195",Derrick,Stafford,"9","0020501096"
"2004",Courtney,Kirkland,"61","0020501096"
"1148",James,Capers,"19","0020501096"
"1664",Gary,Zielinski,"59","0020501102"
"1180",Jack,Nies,"35","0020501102"
"1204",Derek,Richardson,"63","0020501102"
"2005",Matt,Boland,"46","0020501099"
"1174",Ken,Mauer,"41","0020501099"
"1179",Rodney,Mott,"71","0020501099"
"1142",Dick,Bavetta,"27","0020501106"
"2878",Tommy,Nunez Jr.,"28","0020501106"
"1151",Sean,Corbin,"33","0020501106"
"1169",Anthony,Jordan,"37","0020501095"
"1150",Jimmy,Clark,"6","0020501095"
"1185",Violet,Palmer,"12","0020501095"
"1826",Jess,Kersey,"20","0020501107"
"2716",Olandis,Poole,"50","0020501107"
"1147",Mike,Callahan,"24","0020501107"
"2714",David,Guthrie,"60","0020501109"
"1150",Jimmy,Clark,"6","0020501109"
"1185",Violet,Palmer,"12","0020501109"
"1664",Gary,Zielinski,"59","0020501115"
"1180",Jack,Nies,"35","0020501115"
"1198",Scott,Wall,"31","0020501115"
"1200",Greg,Willard,"57","0020501113"
"1201",Leon,Wood,"40","0020501113"
"2532",Eli,Roe,"64","0020501113"
"2715",Eric,Lewis,"42","0020501116"
"1155",JB,DeRosa,"14","0020501116"
"1203",Mark,Wunderlich,"18","0020501116"
"1153",Joe,Crawford,"17","0020501108"
"1184",Ron,Olesiak,"44","0020501108"
"2534",Zach,Zarba,"58","0020501108"
"1204",Derek,Richardson,"63","0020501111"
"1195",Derrick,Stafford,"9","0020501111"
"2147",Michael,Henderson,"62","0020501111"
"1147",Mike,Callahan,"24","0020501117"
"1826",Jess,Kersey,"20","0020501117"
"2716",Olandis,Poole,"50","0020501117"
"2005",Matt,Boland,"46","0020501112"
"1174",Ken,Mauer,"41","0020501112"
"1156",Tim,Donaghy,"21","0020501112"
"1176",Monty,McCutchen,"13","0020501110"
"1190",Eddie,Rush,"32","0020501110"
"2003",Pat,Fraher,"52","0020501110"
"2530",Ed,Malloy,"73","0020501114"
"1363",Bennie,Adams,"47","0020501114"
"1167",Steve,Javie,"29","0020501114"
"1154",Bob,Delaney,"26","0020501119"
"1146",Tony,Brothers,"25","0020501119"
"1662",Bill,Kennedy,"55","0020501119"
"2002",Derrick,Collins,"54","0020501120"
"1164",Ron,Garretson,"10","0020501120"
"1168",David,Jones,"36","0020501120"
"1162",Scott,Foster,"48","0020501118"
"1188",Leroy,Richardson,"51","0020501118"
"2004",Courtney,Kirkland,"61","0020501118"
"2002",Derrick,Collins,"54","0020501132"
"1164",Ron,Garretson,"10","0020501132"
"1168",David,Jones,"36","0020501132"
"1199",Tom,Washington,"49","0020501128"
"1167",Steve,Javie,"29","0020501128"
"1193",Michael,Smith,"38","0020501128"
"1147",Mike,Callahan,"24","0020501130"
"1826",Jess,Kersey,"20","0020501130"
"2716",Olandis,Poole,"50","0020501130"
"1163",Bernie,Fryer,"7","0020501131"
"1204",Derek,Richardson,"63","0020501131"
"2882",Sean,Wright,"65","0020501131"
"1203",Mark,Wunderlich,"18","0020501129"
"1155",JB,DeRosa,"14","0020501129"
"2715",Eric,Lewis,"42","0020501129"
"1830",Marc,Davis,"34","0020501124"
"1190",Eddie,Rush,"32","0020501124"
"2003",Pat,Fraher,"52","0020501124"
"2148",Mark,Ayotte,"56","0020501122"
"1142",Dick,Bavetta,"27","0020501122"
"1151",Sean,Corbin,"33","0020501122"
"1148",James,Capers,"19","0020501127"
"1194",Bill,Spooner,"22","0020501127"
"1184",Ron,Olesiak,"44","0020501127"
"2532",Eli,Roe,"64","0020501121"
"1201",Leon,Wood,"40","0020501121"
"1200",Greg,Willard,"57","0020501121"
"1161",Joe,Forte,"45","0020501125"
"2529",Tony,Brown,"30","0020501125"
"1363",Bennie,Adams,"47","0020501125"
"2001",Jason,Phillips,"23","0020501126"
"1180",Jack,Nies,"35","0020501126"
"1198",Scott,Wall,"31","0020501126"
"1162",Scott,Foster,"48","0020501123"
"1159",Kevin,Fehr,"39","0020501123"
"1185",Violet,Palmer,"12","0020501123"
"1153",Joe,Crawford,"17","0020501135"
"2529",Tony,Brown,"30","0020501135"
"1198",Scott,Wall,"31","0020501135"
"2534",Zach,Zarba,"58","0020501133"
"1176",Monty,McCutchen,"13","0020501133"
"1195",Derrick,Stafford,"9","0020501133"
"2005",Matt,Boland,"46","0020501138"
"1179",Rodney,Mott,"71","0020501138"
"1152",Dan,Crawford,"43","0020501138"
"1148",James,Capers,"19","0020501137"
"2882",Sean,Wright,"65","0020501137"
"1163",Bernie,Fryer,"7","0020501137"
"2883",Robbie,Robinson,"53","0020501134"
"1190",Eddie,Rush,"32","0020501134"
"1830",Marc,Davis,"34","0020501134"
"1161",Joe,Forte,"45","0020501136"
"2878",Tommy,Nunez Jr.,"28","0020501136"
"1194",Bill,Spooner,"22","0020501136"
"1826",Jess,Kersey,"20","0020501143"
"1188",Leroy,Richardson,"51","0020501143"
"2530",Ed,Malloy,"73","0020501143"
"1152",Dan,Crawford,"43","0020501148"
"1179",Rodney,Mott,"71","0020501148"
"1180",Jack,Nies,"35","0020501148"
"1193",Michael,Smith,"38","0020501139"
"1159",Kevin,Fehr,"39","0020501139"
"1199",Tom,Washington,"49","0020501139"
"1363",Bennie,Adams,"47","0020501145"
"1201",Leon,Wood,"40","0020501145"
"1167",Steve,Javie,"29","0020501145"
"1151",Sean,Corbin,"33","0020501141"
"1142",Dick,Bavetta,"27","0020501141"
"1189",Phil,Robinson,"11","0020501141"
"1174",Ken,Mauer,"41","0020501142"
"1185",Violet,Palmer,"12","0020501142"
"2716",Olandis,Poole,"50","0020501142"
"1203",Mark,Wunderlich,"18","0020501146"
"1155",JB,DeRosa,"14","0020501146"
"2715",Eric,Lewis,"42","0020501146"
"1147",Mike,Callahan,"24","0020501144"
"1146",Tony,Brothers,"25","0020501144"
"2714",David,Guthrie,"60","0020501144"
"2148",Mark,Ayotte,"56","0020501140"
"1184",Ron,Olesiak,"44","0020501140"
"1195",Derrick,Stafford,"9","0020501140"
"2002",Derrick,Collins,"54","0020501147"
"1168",David,Jones,"36","0020501147"
"1164",Ron,Garretson,"10","0020501147"
"1159",Kevin,Fehr,"39","0020501149"
"1193",Michael,Smith,"38","0020501149"
"1147",Mike,Callahan,"24","0020501149"
"1148",James,Capers,"19","0020501155"
"2534",Zach,Zarba,"58","0020501155"
"1154",Bob,Delaney,"26","0020501155"
"1194",Bill,Spooner,"22","0020501150"
"1198",Scott,Wall,"31","0020501150"
"2882",Sean,Wright,"65","0020501150"
"1150",Jimmy,Clark,"6","0020501154"
"1180",Jack,Nies,"35","0020501154"
"1169",Anthony,Jordan,"37","0020501154"
"1664",Gary,Zielinski,"59","0020501153"
"1153",Joe,Crawford,"17","0020501153"
"1662",Bill,Kennedy,"55","0020501153"
"2883",Robbie,Robinson,"53","0020501151"
"1363",Bennie,Adams,"47","0020501151"
"1161",Joe,Forte,"45","0020501151"
"1162",Scott,Foster,"48","0020501152"
"1174",Ken,Mauer,"41","0020501152"
"2005",Matt,Boland,"46","0020501152"
"2004",Courtney,Kirkland,"61","0020501159"
"1195",Derrick,Stafford,"9","0020501159"
"1146",Tony,Brothers,"25","0020501159"
"1169",Anthony,Jordan,"37","0020501161"
"1150",Jimmy,Clark,"6","0020501161"
"1185",Violet,Palmer,"12","0020501161"
"1151",Sean,Corbin,"33","0020501158"
"1142",Dick,Bavetta,"27","0020501158"
"1201",Leon,Wood,"40","0020501158"
"1189",Phil,Robinson,"11","0020501156"
"1194",Bill,Spooner,"22","0020501156"
"1188",Leroy,Richardson,"51","0020501156"
"2001",Jason,Phillips,"23","0020501160"
"1152",Dan,Crawford,"43","0020501160"
"1179",Rodney,Mott,"71","0020501160"
"1200",Greg,Willard,"57","0020501157"
"2532",Eli,Roe,"64","0020501157"
"1176",Monty,McCutchen,"13","0020501157"
"1152",Dan,Crawford,"43","0020501173"
"1179",Rodney,Mott,"71","0020501173"
"2001",Jason,Phillips,"23","0020501173"
